module_code,course_title,industry,industry_others,occupation,other_occupations_title
LSM3212,Engineering Electromagnetics,Education,,"Others, please provide job title and description",
PC1144,Engineering Mathematics II,Education,,"Others, please provide job title and description",
PF1104,History & Theory Of Western Architecture,Education,,"Others, please provide job title and description",
IE2110,Personality & Individual Differences,Education,,"Others, please provide job title and description",
EG3602,Retelling Chinese Stories: Change and Continuity,Education,,Mechanical Engineer,
ACC1002,B.Eng. Dissertation,Education,,Mechanical Engineer,
PA2106,Honours Project in Chemistry,Education,,Mechanical Engineer,
ME2134,Engineering Thermodynamics,Education,,Mechanical Engineer,
LSM1401,Data Structures and Algorithms I,Education,,Mechanical Engineer,
PF2103,Global Economic Dimensions Of Singapore,Education,,Mechanical Engineer,
CFG1001,Einstein's Universe & Quantum Weirdness,Education,,Mechanical Engineer,
EE2021,Intercultural Communication,Education,,Market Research Analyst,
AY1130,Fundamental Techniques in Microbiology,Education,,Market Research Analyst,
EC3361,Thai 1,Education,,Market Research Analyst,
ST1131,Calculus,Education,,Market Research Analyst,
BSP2001,Genes and Society,Education,,Market Research Analyst,
JS2230,Enterprise Systems Architecture and Design,Education,,Market Research Analyst,
JS1101E,Software Engineering,Education,,Market Research Analyst,
ME3122,Sensors & Actuators,Education,,Pharmacist,SOCIAL WORKER
BSP2005,Introduction to Statistics,Education,,Pharmacist,SOCIAL WORKER
GEK1505,Introductory Materials Science And Engineering,Education,,Pharmacist,SOCIAL WORKER
NM2201,Korean 1,Education,,Pharmacist,SOCIAL WORKER
EE2024,Reason and Persuasion,Education,,Pharmacist,SOCIAL WORKER
ES2002,Fluid Mechanics I,Education,,Pharmacist,SOCIAL WORKER
CM1401,Business Analytics - Data & Decisions,Education,,Pharmacist,SOCIAL WORKER
SC2214,GRADUATE RESEARCH SEMINAR,Electronic Products,,"Others, please provide job title and description",
CM1502,Living with Mathematics,Electronic Products,,"Others, please provide job title and description",
IS1103,Labour Economics I,Electronic Products,,"Others, please provide job title and description",
ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,Electronic Products,,"Others, please provide job title and description",
LSM1101,"Communications, New Media and Society",Electronic Products,,"Others, please provide job title and description",
LC1004,Asia and the Modern World,Electronic Products,,"Others, please provide job title and description",
SE1101E,Asian Business Environments,Electronic Products,,"Others, please provide job title and description",
ST1232,Microeconomic Analysis I,Electronic Products,,"Others, please provide job title and description",
NM3215,Laboratory Techniques in Life Sciences,Electronic Products,,"Others, please provide job title and description",
MA1101R,Making Sense of Society,Electronic Products,,"Others, please provide job title and description",
EG3611,Computer Applications in Civil Engineering,Electronic Products,,"Others, please provide job title and description",
CS1102,Mechanical Systems Design,Electronic Products,,"Others, please provide job title and description",
CE3165,Assurance and Attestation,Electronic Products,,"Others, please provide job title and description",
CM1401,Business Analytics - Data & Decisions,Electronic Products,,"Others, please provide job title and description",
LSM1101,"Communications, New Media and Society",Electronic Products,,"Others, please provide job title and description",
CM1121,Database Systems,Electronic Products,,"Others, please provide job title and description",RESEARCH ASSISTANT
JS1101E,Software Engineering,Electronic Products,,"Others, please provide job title and description",RESEARCH ASSISTANT
MLE1101,Human Capital in Organizations,Electronic Products,,"Others, please provide job title and description",RESEARCH ASSISTANT
NM2101,Public Writing and Communication,Electronic Products,,"Others, please provide job title and description",RESEARCH ASSISTANT
SP1541,Graduate English Course (Advanced Level),Electronic Products,,"Others, please provide job title and description",RESEARCH ASSISTANT
MKT1003X,Biochemistry of Biomolecules,Electronic Products,,"Others, please provide job title and description",RESEARCH ASSISTANT
EC3332,An Introduction to Literary Studies,Electronic Products,,"Others, please provide job title and description",RESEARCH ASSISTANT
SC1101E,Physics IE,Electronic Products,,"Others, please provide job title and description",
EC2102,Understanding the Universe,Electronic Products,,"Others, please provide job title and description",
CE6999,Real Estate Development,Electronic Products,,"Others, please provide job title and description",
CS1231,Nation-Building in Singapore,Electronic Products,,"Others, please provide job title and description",
ME2151,Probability and Statistics,Electronic Products,,"Others, please provide job title and description",
EU1101E,Mechanical Systems Design I,Electronic Products,,"Others, please provide job title and description",
PL1101E,Electrical Engineering,Electronic Products,,"Others, please provide job title and description",
MLE1101,Human Capital in Organizations,Electronic Products,,Non Applicable based on skip pattern,
EG3602,Retelling Chinese Stories: Change and Continuity,Electronic Products,,Non Applicable based on skip pattern,
EE2021,Intercultural Communication,Electronic Products,,Non Applicable based on skip pattern,
MA3252,GRADUATE SEMINARS,Electronic Products,,Non Applicable based on skip pattern,
MA1101R,Making Sense of Society,Electronic Products,,Non Applicable based on skip pattern,
MA1101R,Making Sense of Society,Electronic Products,,Non Applicable based on skip pattern,
ME2113,Money and Banking I,Electronic Products,,Non Applicable based on skip pattern,
CE6999,Real Estate Development,Electronic Products,,"Others, please provide job title and description",
PL1101E,Electrical Engineering,Electronic Products,,"Others, please provide job title and description",
ST1232,Microeconomic Analysis I,Electronic Products,,"Others, please provide job title and description",
NM1101E,Asking Questions,Electronic Products,,"Others, please provide job title and description",
LSM3212,Engineering Electromagnetics,Electronic Products,,"Others, please provide job title and description",
SW1101E,Macro And International Economics,Electronic Products,,"Others, please provide job title and description",
GEK1002,Medical Sociology,Electronic Products,,"Others, please provide job title and description",
CS2010,Abnormal Psychology,Fabricated Metal Products,MEDIA,"Others, please provide job title and description",
LSM1302,BTech Dissertation,Fabricated Metal Products,MEDIA,"Others, please provide job title and description",
EG1471,Professional and Academic Communication,Fabricated Metal Products,MEDIA,"Others, please provide job title and description",
MA1421,Fundamentals of Physics I,Fabricated Metal Products,MEDIA,"Others, please provide job title and description",
CN3121,Industrial Practice,Fabricated Metal Products,MEDIA,"Others, please provide job title and description",
ES2002,Fluid Mechanics I,Fabricated Metal Products,MEDIA,"Others, please provide job title and description",
CS1010E,Principles of Marketing,Fabricated Metal Products,MEDIA,"Others, please provide job title and description",
ME2114,Law Of Torts,Fabricated Metal Products,MEDIA,"Others, please provide job title and description",
SSD2210,Acute and Specialty Clinical Practice,Financial and Insurance,,"Others, please provide job title and description",
IE3110,Introduction to Signals and Communications,Financial and Insurance,,"Others, please provide job title and description",
MNO1001,Finance,Financial and Insurance,,"Others, please provide job title and description",
EC1301,Financial Accounting,Financial and Insurance,,"Others, please provide job title and description",
SSA2219,Medical-Surgical Nursing II,Financial and Insurance,,"Others, please provide job title and description",
CE2155,The Sociology of Food,Financial and Insurance,,"Others, please provide job title and description",
LSM1103,Principles of Mechanical Eng. Materials,Financial and Insurance,,"Others, please provide job title and description",
EE2010,Transition Metal Chemistry,Financial and Insurance,,"Others, please provide job title and description",
LAJ2201,Managerial Accounting,Financial and Insurance,,"Others, please provide job title and description",
CM3242,"Legal Analysis, Writing And Research I",Financial and Insurance,,"Others, please provide job title and description",
CN3132,Introduction to Programming with Matlab,Financial and Insurance,,"Others, please provide job title and description",
PC1431,NUS Data Protection & PDPA Guidelines,Financial and Insurance,,"Others, please provide job title and description",
NM1101E,Asking Questions,Financial and Insurance,,"Others, please provide job title and description",
ME2101,Forensic Science,Financial and Insurance,,"Others, please provide job title and description",
EC1101E,Changing Landscapes of Singapore,Financial and Insurance,,"Others, please provide job title and description",
LAF1201,Human Physiology: Cardiopulmonary System,Financial and Insurance,,"Others, please provide job title and description",
EG2401,Principles of Economics,Financial and Insurance,,Dentist,
BSP1004X,Pharmacy Law,Financial and Insurance,,Dentist,
PC1221,Regression Analysis,Financial and Insurance,,Dentist,
EG1108,Linear Algebra I,Financial and Insurance,,Dentist,
MA3252,GRADUATE SEMINARS,Financial and Insurance,,Dentist,
GER1000,Programming Methodology,Financial and Insurance,,Dentist,
PR4106,Cities in Transition,Financial and Insurance,,Dentist,
LSM2102,Biodiversity,Financial and Insurance,,Dentist,
EE2011,Bachelor Of Engineering Dissertation,Financial and Insurance,,"Others, please provide job title and description",
ME2134,Engineering Thermodynamics,Financial and Insurance,,"Others, please provide job title and description",
